PERFIL;¿En qué universidad estudias actualmente?;¿En qué país estás cursando tus estudios?;¿A qué área principal pertenece tu carrera?;Por favor, escribe el nombre de tu carrera o programa de estudios.;¿Qué semestre estás cursando actualmente?;¿Cuál es tu edad?;¿Con qué género te identificas?;COMPETENCIAS_IA;Análisis e interpretación de datos.;Fundamentos de ciberseguridad.;Conceptos básicos de programación y automatización.;Manejo de herramientas de IA (ej. ChatGPT, Copilot, Gemini, DALL-E);Pensamiento crítico y resolución de problemas complejos;Comunicación efectiva en entornos digitales;Adaptabilidad y aprendizaje continuo;Creatividad e innovación;Colaboración en equipos multidisciplinarios;PERTINENCIA_LABORAL;El currículo de mi carrera está alineado con las habilidades demandadas por el mercado laboral digital.;Mi universidad promueve activamente el desarrollo de competencias digitales y blandas.;Siento que la formación que he recibido me prepara para trabajos que aún no existen.;El uso de la tecnología y la IA está bien integrado en las asignaturas de mi carrera.;La metodología de enseñanza en mi carrera fomenta la adaptabilidad y el aprendizaje continuo.;CONFIANZA_LABORAL;Me siento seguro(a) de que mi formación académica me prepara para conseguir un empleo relevante en mi área.;Mi perfil de egreso es competitivo en el mercado laboral actual.;Considero que mis habilidades blandas (ej. comunicación, creatividad) me dan una ventaja en el mercado laboral.;Creo que mi conocimiento sobre herramientas de IA mejorará mis oportunidades laborales.;Habilidades técnicas y digitales (ej. programación, análisis de datos);Habilidades blandas (ej. pensamiento crítico, adaptabilidad);Experiencia práctica o pasantías;Red de contactos (networking);Título académico de la universidad;EVALUACION_DOCENTE;El profesorado de mi carrera está capacitado para integrar herramientas de IA en la enseñanza.;Mi universidad fomenta la innovación en las metodologías de enseñanza para adaptarse a la era digital.;Mi universidad tiene los recursos adecuados (plataformas, software) para formar profesionales en la era digital.;En general, recomendaría mi universidad como una institución que prepara para los desafíos del mercado laboral digital.;El rol principal del profesorado será el de facilitador y guía del aprendizaje.;El profesorado deberá enfocarse más en enseñar habilidades humanas (pensamiento crítico, ética, creatividad) que en transmitir información.;El rol del profesorado se reducirá significativamente, siendo reemplazado en gran medida por la IA.;_id;_uuid;_submission_time;_validation_status;_notes;_status;_submitted_by;__version__;_tags;_index
;Uniminuto;Colombia;Ciencias Económicas y Administrativas;Administración de empresas;9no Semestre;24;Femenino;;Avanzado;Básico;Básico;Intermedio;Avanzado;Avanzado;Avanzado;Básico;Avanzado;;En desacuerdo;Neutral;En desacuerdo;En desacuerdo;Neutral;;Poca importancia;Poca importancia;Importante;Importante;Muy importante;Muy importante;Importante;Muy importante;Importante;;En desacuerdo;En desacuerdo;Neutral;Totalmente en desacuerdo;De acuerdo;Totalmente de acuerdo;En desacuerdo;592250394;eccf8509-9529-491c-8978-80a519e590b6;2025-10-27T23:29:23;;;submitted_via_web;;vChg7yMeBKKGRfjpN9QAMn;;379
;Uniminuto;Colombia;Ciencias Económicas y Administrativas;Administración de empresas;8vo Semestre;25;Femenino;;Avanzado;Avanzado;Avanzado;Avanzado;Avanzado;Avanzado;Avanzado;Avanzado;Avanzado;;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;;Importante;Importante;Importante;Importante;Importante;Importante;Importante;Importante;Importante;;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;592250833;fc7dc6c6-01a4-4e7d-8362-a19e979f495b;2025-10-27T23:29:58;;;submitted_via_web;;vChg7yMeBKKGRfjpN9QAMn;;380
;Uniminuto;Colombia;Ciencias Económicas y Administrativas;Administración de Empresas;9no Semestre;33;Femenino;;Intermedio;Intermedio;Intermedio;Intermedio;Avanzado;Avanzado;Experto;Intermedio;Avanzado;;Neutral;Neutral;En desacuerdo;En desacuerdo;Neutral;;Importante;Importante;Importante;Importante;Muy importante;Muy importante;Importante;Importante;Importante;;Neutral;Neutral;Neutral;Neutral;De acuerdo;Neutral;Neutral;592250968;3156e894-9205-410f-bdde-81f8a1b4525c;2025-10-27T23:30:08;;;submitted_via_web;;vChg7yMeBKKGRfjpN9QAMn;;381
;Uniminuto;Colombia;Ciencias Económicas y Administrativas;Administración de empresas;9no Semestre;23;Femenino;;Avanzado;Experto;Ninguno;Básico;Intermedio;Intermedio;Experto;Experto;Experto;;De acuerdo;De acuerdo;Totalmente de acuerdo;Neutral;De acuerdo;;Importante;Importante;Importante;Importante;Poca importancia;Importante;Muy importante;Importante;Neutral;;Neutral;Neutral;Neutral;Neutral;De acuerdo;De acuerdo;Neutral;592250988;23c65d05-de0e-48d8-8ce5-74ae220c6f65;2025-10-27T23:30:09;;;submitted_via_web;;vChg7yMeBKKGRfjpN9QAMn;;382
;Uniminuto;Colombia;Ciencias Económicas y Administrativas;Administración de empresas;9no Semestre;24;Femenino;;Intermedio;Básico;Básico;Avanzado;Básico;Intermedio;Avanzado;Avanzado;Avanzado;;De acuerdo;De acuerdo;Neutral;Neutral;De acuerdo;;Importante;Importante;Muy importante;Importante;Importante;Importante;Importante;Muy importante;Muy importante;;En desacuerdo;Neutral;En desacuerdo;Neutral;De acuerdo;Totalmente de acuerdo;En desacuerdo;592251252;89f51eee-f6e5-4f8b-b8bc-efb9335e2a2b;2025-10-27T23:30:27;;;submitted_via_web;;vChg7yMeBKKGRfjpN9QAMn;;383
;Uniminuto;Colombia;Ciencias Económicas y Administrativas;Administración de empresa;8vo Semestre;35;Masculino;;Intermedio;Básico;Básico;Intermedio;Básico;Básico;Básico;Básico;Básico;;Neutral;De acuerdo;Neutral;De acuerdo;De acuerdo;;Muy importante;Muy importante;Importante;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;;Neutral;De acuerdo;De acuerdo;De acuerdo;Neutral;Neutral;Neutral;592251453;5c1d4a20-a73f-46e7-8903-a7fe99e366fb;2025-10-27T23:30:43;;;submitted_via_web;;vChg7yMeBKKGRfjpN9QAMn;;384
;Corporación universitaria minuto de Disos;Colombia;Ciencias Económicas y Administrativas;Administración de empresas;9no Semestre;23;Femenino;;Intermedio;Básico;Básico;Básico;Intermedio;Intermedio;Intermedio;Intermedio;Intermedio;;De acuerdo;Neutral;En desacuerdo;En desacuerdo;Neutral;;Importante;Importante;Muy importante;Importante;Importante;Importante;Muy importante;Neutral;Muy importante;;Neutral;Neutral;Neutral;Neutral;De acuerdo;En desacuerdo;Neutral;592251616;b6d7d811-26ef-402e-a09f-54e0bc28facc;2025-10-27T23:30:57;;;submitted_via_web;;vChg7yMeBKKGRfjpN9QAMn;;385
;Minuto de Dios;Colombia;Ciencias Económicas y Administrativas;Administración de empresas;8vo Semestre;22;Femenino;;Intermedio;Básico;Básico;Intermedio;Intermedio;Intermedio;Intermedio;Intermedio;Básico;;De acuerdo;De acuerdo;En desacuerdo;Neutral;De acuerdo;;Importante;Importante;Importante;Importante;Neutral;Neutral;Poca importancia;Sin importancia;Muy importante;;De acuerdo;Neutral;De acuerdo;Neutral;De acuerdo;De acuerdo;Neutral;592252781;d254c892-24e4-4970-b1bd-4372889cdf55;2025-10-27T23:32:52;;;submitted_via_web;;vChg7yMeBKKGRfjpN9QAMn;;386
;Universidad Uniminuto;Colombia;Ciencias Económicas y Administrativas;Administración de empresas;8vo Semestre;37;Femenino;;Ninguno;Ninguno;Ninguno;Básico;Intermedio;Intermedio;Intermedio;Intermedio;Intermedio;;De acuerdo;De acuerdo;Totalmente en desacuerdo;Neutral;De acuerdo;;Muy importante;Muy importante;Neutral;Neutral;Neutral;Neutral;Neutral;Importante;Importante;;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Neutral;De acuerdo;De acuerdo;De acuerdo;592253248;14ee0e02-2108-4bee-8fc1-1940a93fa750;2025-10-27T23:33:54;;;submitted_via_web;;vChg7yMeBKKGRfjpN9QAMn;;387
;Universidad de Ciencias y Artes de Chiapas;México;Ciencias Económicas y Administrativas;Gestión y desarrollo de negocios;8vo Semestre;21;Femenino;;Intermedio;Intermedio;Intermedio;Intermedio;Intermedio;Intermedio;Intermedio;Intermedio;Intermedio;;De acuerdo;Neutral;Neutral;Neutral;Neutral;;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;592301364;0be3b62f-4337-4b73-9ba5-b1053a96452e;2025-10-28T02:38:11;;;submitted_via_web;;vChg7yMeBKKGRfjpN9QAMn;;388
;Universidad de ciencias y artes de Chiapas;México;Ciencias Económicas y Administrativas;Licenciatura en Gestión y Desarrollo de Negocios;8vo Semestre;21;Femenino;;Básico;Ninguno;Ninguno;Básico;Ninguno;Ninguno;Básico;Básico;Básico;;Neutral;Totalmente en desacuerdo;Neutral;Totalmente en desacuerdo;Totalmente en desacuerdo;;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Muy importante;Muy importante;Muy importante;;En desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;Neutral;Totalmente de acuerdo;Totalmente en desacuerdo;592338772;afea0778-8613-4138-9a47-d33f4097cb0e;2025-10-28T04:28:14;;;submitted_via_web;;vChg7yMeBKKGRfjpN9QAMn;;389
;Uniminuto;Colombia;Ciencias Económicas y Administrativas;Administración de empresas;8vo Semestre;28;Masculino;;Intermedio;Intermedio;Intermedio;Intermedio;Intermedio;Intermedio;Avanzado;Intermedio;Avanzado;;De acuerdo;De acuerdo;Neutral;De acuerdo;De acuerdo;;Importante;Importante;Importante;Importante;Muy importante;Muy importante;Neutral;Importante;Importante;;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;Neutral;592671459;6cb3b412-77ab-46fc-9ee7-81d469a74b85;2025-10-28T12:08:43;;;submitted_via_web;;vChg7yMeBKKGRfjpN9QAMn;;390
;Uniminuto;Colombia;Ciencias Económicas y Administrativas;Administración de empresas;9no Semestre;28;Femenino;;Avanzado;Intermedio;Básico;Intermedio;Intermedio;Intermedio;Avanzado;Intermedio;Avanzado;;Neutral;Neutral;Neutral;De acuerdo;De acuerdo;;Neutral;Neutral;Importante;Importante;Importante;Importante;Importante;Importante;Importante;;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;592671521;7177d157-a490-438f-9ccd-89c060f59c24;2025-10-28T12:08:48;;;submitted_via_web;;vChg7yMeBKKGRfjpN9QAMn;;391
;Uniminuto;Colombia;Ciencias Económicas y Administrativas;Administración de empresas;8vo Semestre;22;Femenino;;Básico;Básico;Básico;Intermedio;Intermedio;Intermedio;Avanzado;Intermedio;Avanzado;;De acuerdo;De acuerdo;Neutral;De acuerdo;De acuerdo;;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;;De acuerdo;Neutral;Neutral;Neutral;De acuerdo;Neutral;Neutral;592671967;273026be-b727-4559-b0f3-d2f337d86c66;2025-10-28T12:09:26;;;submitted_via_web;;vChg7yMeBKKGRfjpN9QAMn;;392
;Uniminuto;Colombia;Ciencias Económicas y Administrativas;Administracion de empresas;9no Semestre;37;Femenino;;Avanzado;Intermedio;Básico;Intermedio;Avanzado;Avanzado;Avanzado;Avanzado;Avanzado;;Totalmente de acuerdo;De acuerdo;De acuerdo;Neutral;De acuerdo;;Importante;Importante;Muy importante;Importante;Importante;Importante;Importante;Importante;Muy importante;;De acuerdo;De acuerdo;Neutral;De acuerdo;De acuerdo;En desacuerdo;Totalmente en desacuerdo;592672016;1a3c1651-ba31-436e-ba22-e2f897033eff;2025-10-28T12:09:33;;;submitted_via_web;;vChg7yMeBKKGRfjpN9QAMn;;393
;UNIMINUTO;Colombia;Ciencias Económicas y Administrativas;Administración de empresas;9no Semestre;21;Femenino;;Avanzado;Intermedio;Intermedio;Avanzado;Avanzado;Avanzado;Avanzado;Avanzado;Avanzado;;Neutral;Neutral;Neutral;De acuerdo;De acuerdo;;Importante;Importante;Importante;Muy importante;Importante;Importante;Importante;Importante;Muy importante;;Neutral;De acuerdo;Neutral;Neutral;De acuerdo;De acuerdo;Neutral;592672321;d003eb15-2691-4612-b669-3dd419ef721e;2025-10-28T12:09:58;;;submitted_via_web;;vChg7yMeBKKGRfjpN9QAMn;;394
;Minuto de Dios;Colombia;Ciencias Económicas y Administrativas;Administración de empresas;9no Semestre;23;Masculino;;Básico;Básico;Básico;Intermedio;Intermedio;Intermedio;Intermedio;Intermedio;Intermedio;;En desacuerdo;Neutral;Neutral;En desacuerdo;Neutral;;Neutral;Neutral;Neutral;Importante;Neutral;Neutral;Neutral;Importante;Neutral;;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;592672601;98d5a1eb-4d35-440e-bea6-1c623c214c59;2025-10-28T12:10:22;;;submitted_via_web;;vChg7yMeBKKGRfjpN9QAMn;;395
;Uniminuto;Colombia;Ciencias Económicas y Administrativas;Administración de empresas;8vo Semestre;26;Femenino;;Intermedio;Intermedio;Básico;Intermedio;Intermedio;Básico;Intermedio;Intermedio;Ninguno;;Totalmente de acuerdo;De acuerdo;De acuerdo;Neutral;Totalmente de acuerdo;;Muy importante;Muy importante;Muy importante;Muy importante;Neutral;Neutral;Importante;Importante;Muy importante;;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;Neutral;592672671;89264ad0-c650-449e-8a6d-da695b683e10;2025-10-28T12:10:28;;;submitted_via_web;;vChg7yMeBKKGRfjpN9QAMn;;396
;Uniminuto;Colombia;Ciencias Económicas y Administrativas;Administracion de empresas;8vo Semestre;20;Masculino;;Básico;Básico;Básico;Intermedio;Intermedio;Básico;Intermedio;Intermedio;Avanzado;;Neutral;De acuerdo;En desacuerdo;Neutral;En desacuerdo;;Importante;Neutral;Importante;Importante;Poca importancia;Importante;Importante;Importante;Importante;;Neutral;De acuerdo;De acuerdo;Neutral;De acuerdo;De acuerdo;De acuerdo;592673279;84b5f8f6-1e7d-46d0-8f4c-2195157fc8df;2025-10-28T12:11:14;;;submitted_via_web;;vChg7yMeBKKGRfjpN9QAMn;;397
;Corporación Universitaria Minuto de Dios;Colombia;Ciencias Económicas y Administrativas;Administración de Empresas;8vo Semestre;21;Femenino;;Avanzado;Básico;Básico;Intermedio;Avanzado;Básico;Experto;Intermedio;Experto;;Neutral;Neutral;Neutral;Neutral;Totalmente de acuerdo;;Importante;Importante;Importante;Muy importante;Importante;Importante;Muy importante;Neutral;Neutral;;Totalmente de acuerdo;De acuerdo;Totalmente de acuerdo;De acuerdo;Neutral;Totalmente de acuerdo;En desacuerdo;592673392;37dfdea3-5866-489c-b117-0bab2c91f139;2025-10-28T12:11:21;;;submitted_via_web;;vChg7yMeBKKGRfjpN9QAMn;;398
;Minuto de Dios;Colombia;Ciencias Económicas y Administrativas;Administración de empresas;9no Semestre;22;Masculino;;Avanzado;Intermedio;Ninguno;Intermedio;Avanzado;Avanzado;Avanzado;Avanzado;Intermedio;;Neutral;Neutral;Neutral;Neutral;Neutral;;Importante;Importante;Muy importante;Importante;Importante;Importante;Importante;Neutral;Importante;;De acuerdo;Neutral;Neutral;Neutral;De acuerdo;De acuerdo;De acuerdo;592673652;0b9a4de8-3e98-4759-bc26-5252c1972136;2025-10-28T12:11:41;;;submitted_via_web;;vChg7yMeBKKGRfjpN9QAMn;;399
;Uniminuto;Colombia;Ciencias Económicas y Administrativas;Administración de empresas;9no Semestre;24;Femenino;;Intermedio;Intermedio;Básico;Básico;Intermedio;Intermedio;Intermedio;Intermedio;Intermedio;;De acuerdo;De acuerdo;Neutral;De acuerdo;De acuerdo;;Importante;Importante;Importante;Neutral;Neutral;Importante;Importante;Neutral;Importante;;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;Neutral;592675646;fcd089a7-ec75-4e21-85d7-9089d574f7df;2025-10-28T12:14:22;;;submitted_via_web;;vChg7yMeBKKGRfjpN9QAMn;;400
;Minuto de Dios;Colombia;Ciencias Económicas y Administrativas;Administración de Empresas;9no Semestre;22;Masculino;;Básico;Básico;Ninguno;Avanzado;Avanzado;Intermedio;Avanzado;Intermedio;Experto;;De acuerdo;De acuerdo;Neutral;De acuerdo;Totalmente de acuerdo;;Importante;Importante;Muy importante;Muy importante;Neutral;Importante;Importante;Importante;Muy importante;;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Neutral;592678005;13eb45bf-76d2-4f39-bad0-e02d44861a00;2025-10-28T12:18:00;;;submitted_via_web;;vChg7yMeBKKGRfjpN9QAMn;;401
;Corporativa Minuto de Dios;Colombia;Ciencias Económicas y Administrativas;Administración de empresas;8vo Semestre;21;Femenino;;Intermedio;Básico;Básico;Intermedio;Avanzado;Intermedio;Avanzado;Intermedio;Avanzado;;De acuerdo;De acuerdo;Neutral;De acuerdo;De acuerdo;;Importante;Importante;Importante;Importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;592678619;c61cc719-797f-4cd4-a574-9748c4ff048f;2025-10-28T12:18:56;;;submitted_via_web;;vChg7yMeBKKGRfjpN9QAMn;;402
;Universidad Minuto de Dios;Colombia;Ciencias Económicas y Administrativas;Administración de Empresas;9no Semestre;28;Masculino;;Avanzado;Básico;Básico;Avanzado;Avanzado;Avanzado;Avanzado;Avanzado;Avanzado;;De acuerdo;Neutral;Neutral;Neutral;Neutral;;Importante;Importante;Muy importante;Muy importante;Importante;Importante;Importante;Neutral;Neutral;;Neutral;Neutral;De acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;592681498;2b015023-8de5-4307-9651-8b3e2113543e;2025-10-28T12:22:41;;;submitted_via_web;;vChg7yMeBKKGRfjpN9QAMn;;403
;Escuela Superior Politécnica de Chimborazo;Ecuador;Ingeniería y Tecnología;Ingenieria Forestal;8vo Semestre;25;Femenino;;Básico;Básico;Básico;Básico;Básico;Básico;Básico;Básico;Básico;;De acuerdo;Neutral;Neutral;Neutral;Neutral;;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;593780773;bde48709-b294-4801-96fe-0dc7a51bb823;2025-10-29T16:37:35;;;submitted_via_web;;vChg7yMeBKKGRfjpN9QAMn;;404
;ESPOCH;Ecuador;Ciencias Exactas y Naturales;Ingeniería Forestal;8vo Semestre;26;Masculino;;Avanzado;Intermedio;Intermedio;Experto;Avanzado;Avanzado;Avanzado;Avanzado;Avanzado;;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;;Importante;Importante;Importante;Importante;Importante;Importante;Importante;Importante;Muy importante;;Neutral;Neutral;Neutral;Neutral;En desacuerdo;En desacuerdo;Neutral;593781218;8ac5c5ea-b34a-4ee7-bbb1-3bda68a538d9;2025-10-29T16:38:02;;;submitted_via_web;;vChg7yMeBKKGRfjpN9QAMn;;405
;ESPOCH;Ecuador;Ingeniería y Tecnología;Ingeniería forestal;8vo Semestre;21;Masculino;;Intermedio;Intermedio;Básico;Intermedio;Avanzado;Avanzado;Avanzado;Avanzado;Intermedio;;Neutral;Neutral;Neutral;Neutral;Neutral;;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;593781992;95fc2073-eb60-4598-ba8a-7f7bedbdce2d;2025-10-29T16:38:55;;;submitted_via_web;;vChg7yMeBKKGRfjpN9QAMn;;406
;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO;Ecuador;Ciencias Exactas y Naturales;Ingenieria forestal;8vo Semestre;26;Masculino;;Intermedio;Básico;Básico;Intermedio;Intermedio;Básico;Básico;Básico;Básico;;Totalmente de acuerdo;Totalmente de acuerdo;De acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;;Muy importante;Muy importante;Muy importante;Muy importante;Neutral;Importante;Muy importante;Muy importante;Muy importante;;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente en desacuerdo;593782996;6c51c81a-7f95-4d9d-9075-4e00341a2ecd;2025-10-29T16:40:15;;;submitted_via_web;;vChg7yMeBKKGRfjpN9QAMn;;407
;Espoch;Ecuador;Ciencias Exactas y Naturales;Ingeniería Forestal;8vo Semestre;24;Femenino;;Intermedio;Básico;Básico;Intermedio;Básico;Básico;Intermedio;Intermedio;Intermedio;;Neutral;Neutral;Neutral;Neutral;Neutral;;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;593783361;efacff2d-51ea-4bad-b36a-0d116f21b454;2025-10-29T16:40:48;;;submitted_via_web;;vChg7yMeBKKGRfjpN9QAMn;;408
;Espoch;Ecuador;Ingeniería y Tecnología;Forestal;8vo Semestre;25;Femenino;;Básico;Básico;Básico;Básico;Intermedio;Básico;Básico;Intermedio;Básico;;De acuerdo;De acuerdo;Neutral;De acuerdo;De acuerdo;;Importante;Importante;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;;De acuerdo;De acuerdo;Neutral;De acuerdo;De acuerdo;De acuerdo;Neutral;593784501;2be80d2c-93fe-4013-a7d9-2c909c3dc949;2025-10-29T16:42:23;;;submitted_via_web;;vChg7yMeBKKGRfjpN9QAMn;;409
;Escuela superior politécnica de Chimborazo;Ecuador;Ciencias Exactas y Naturales;Ingeniería Forestal;8vo Semestre;22;Masculino;;Intermedio;Básico;Ninguno;Avanzado;Intermedio;Intermedio;Básico;Intermedio;Intermedio;;Neutral;De acuerdo;Neutral;De acuerdo;De acuerdo;;Importante;Importante;Importante;Importante;Neutral;Importante;Muy importante;Poca importancia;Neutral;;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;Totalmente de acuerdo;593785088;35adea4f-2dc0-4927-99c6-9c5d4e9ee10d;2025-10-29T16:43:00;;;submitted_via_web;;vChg7yMeBKKGRfjpN9QAMn;;410
;Escuela superior politécnica de chimborazo;Ecuador;Otro;Ingeniería Forestal;8vo Semestre;23;Femenino;;Básico;Básico;Básico;Básico;Intermedio;Intermedio;Intermedio;Intermedio;Intermedio;;En desacuerdo;Neutral;En desacuerdo;En desacuerdo;Neutral;;Neutral;Neutral;Importante;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;;Neutral;Neutral;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;593785325;769ab005-27d0-4937-a1f7-a772dfb6e758;2025-10-29T16:43:17;;;submitted_via_web;;vChg7yMeBKKGRfjpN9QAMn;;411
;Escuela Superior Politécnica de Chimborazo;Ecuador;Otro;Ingeniería Forestal;8vo Semestre;23;Femenino;;Intermedio;Básico;Básico;Intermedio;Intermedio;Intermedio;Intermedio;Avanzado;Avanzado;;Neutral;De acuerdo;De acuerdo;De acuerdo;De acuerdo;;Importante;Importante;Importante;Importante;Neutral;Importante;Muy importante;Importante;Importante;;Neutral;Neutral;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;593785521;e1d10153-9bda-40f1-a7e3-f50da1c563e1;2025-10-29T16:43:31;;;submitted_via_web;;vChg7yMeBKKGRfjpN9QAMn;;412
;EPOCH;Ecuador;Ciencias Exactas y Naturales;Ingeniería forestal;8vo Semestre;24;Femenino;;Básico;Básico;Básico;Básico;Intermedio;Intermedio;Intermedio;Avanzado;Intermedio;;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;;Muy importante;Muy importante;Muy importante;Muy importante;Importante;Importante;Importante;Importante;Importante;;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;593785776;89492523-f51d-4b2e-ba48-943a771f98d4;2025-10-29T16:43:50;;;submitted_via_web;;vChg7yMeBKKGRfjpN9QAMn;;413
;Escuela Superior Politécnica de Chimborazo;Ecuador;Otro;Carrera de Ingeniería Forestal;8vo Semestre;24;Femenino;;Básico;Básico;Ninguno;Básico;Básico;Básico;Básico;Básico;Básico;;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;;Importante;Importante;Importante;Importante;Importante;Importante;Importante;Importante;Importante;;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;593785911;9af3ce93-9a35-478b-b698-3481465c44ec;2025-10-29T16:43:58;;;submitted_via_web;;vChg7yMeBKKGRfjpN9QAMn;;414
;Escuela superior politécnica de chimborazo;Ecuador;Ciencias Exactas y Naturales;Ingeniería forestal;8vo Semestre;26;Masculino;;Intermedio;Básico;Básico;Básico;Básico;Básico;Básico;Básico;Básico;;En desacuerdo;Neutral;Neutral;Neutral;Neutral;;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;593786255;fa974d02-421e-46ae-9fab-022253eaab70;2025-10-29T16:44:21;;;submitted_via_web;;vChg7yMeBKKGRfjpN9QAMn;;415
;Escuela superior politécnica de Chimborazo;Ecuador;Ingeniería y Tecnología;Ingeniería Forestal;8vo Semestre;26;Femenino;;Intermedio;Intermedio;Intermedio;Avanzado;Ninguno;Intermedio;Intermedio;Intermedio;Intermedio;;Neutral;Neutral;Neutral;Neutral;Neutral;;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;593786281;45ba4085-f7b8-4a4f-ac74-73e695bfb656;2025-10-29T16:44:23;;;submitted_via_web;;vChg7yMeBKKGRfjpN9QAMn;;416
;Escuela Superior Politécnica de Chimborazo;Ecuador;Ciencias Exactas y Naturales;Ingeniería Forestal;8vo Semestre;23;Masculino;;Avanzado;Avanzado;Experto;Experto;Intermedio;Avanzado;Experto;Avanzado;Experto;;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;Muy importante;;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;593787723;21ec2345-e043-43e8-aeff-278e6a1ba9ac;2025-10-29T16:46:02;;;submitted_via_web;;vChg7yMeBKKGRfjpN9QAMn;;417
;Escuela Superior Politécnica de Chimborazo;Ecuador;Ciencias Exactas y Naturales;Ingeniera Forestal;8vo Semestre;24;Femenino;;Avanzado;Intermedio;Intermedio;Avanzado;Intermedio;Intermedio;Intermedio;Intermedio;Intermedio;;De acuerdo;De acuerdo;De acuerdo;Neutral;De acuerdo;;Importante;Importante;Importante;Importante;Importante;Importante;Importante;Muy importante;Importante;;Neutral;De acuerdo;Neutral;De acuerdo;De acuerdo;Neutral;Neutral;593788051;3e1a0aaa-b40f-476d-8a3a-3e435c2e4c89;2025-10-29T16:46:26;;;submitted_via_web;;vChg7yMeBKKGRfjpN9QAMn;;418
